GeneNames,ExtraTreesClassifier,RandomForestClassifier,AdaBoostClassifier,XGBClassifier,LinearDiscriminantAnalysis,SVC,LassoRegression,RidgeRegression,Average
GPAA1,0.500242694,0.2448435896,0.0,0.0,0.1855089201,0.2273566591,0.1276025945,0.3347937014,0.2025435198
DAD1,0.2885274815,0.0367606883,0.0,0.07314407080411911,0.5215384595,0.4724212413,0.0,0.2153503505,0.2009677865
HAS2,0.4417728989,0.3916831068,0.0,0.06158319488167763,0.120116629,0.2773284314,0.038613746,0.272845428,0.2004929294
SPCS2,0.2302485693,0.0,0.0,0.4286837577819824,0.223464526,0.3735182179,0.0614248219,0.2838256158,0.2001456886
UGGT1,0.2598843513,0.0,0.0,1.0,0.008276338,0.2388062169,0.0,0.0929434868,0.1999887991
RAB34,0.3265530046,0.3270249331,0.0,0.0,0.1354657315,0.2686120919,0.2001561119,0.3405501508,0.199795253
IQSEC1,0.1734325729,0.2947350806,0.0,0.568340539932251,0.4060161107,0.0455618197,0.0,0.1098996848,0.1997482261
LARGE2,0.3514598398,0.0552392776,0.0,0.38407596945762634,0.1058541562,0.167562332,0.1973484961,0.3301359799,0.1989595064
SRP14,0.5299234729,0.0,0.0,0.5523895025253296,0.1763540915,0.1367013094,0.0,0.1906566018,0.1982531223
PIGS,0.424578825,0.0733569065,0.0,0.04608868435025215,0.2359321284,0.398728215,0.0267273315,0.380489267,0.1982376697
COPA,0.3632226906,0.210505769,0.0,0.01686960831284523,0.1781379966,0.4500734776,0.0909442416,0.2729852462,0.1978423787
TRAPPC5,0.1149567505,0.4094625171,0.0,0.1199338510632515,0.2726575902,0.2747004496,0.0923960595,0.2947175639,0.1973530977
PIGU,0.440918142,0.1198949348,0.0,0.04197188839316368,0.2087225424,0.4163948861,0.0454499581,0.3052079707,0.1973200403
RAB31,0.2051422359,0.2077802277,0.0,0.0,0.1022623635,0.3657845131,0.2367236703,0.4547381647,0.1965538969
TBC1D30,0.1882433364,0.1279165399,0.0,0.2624320089817047,0.2184076209,0.244594948,0.1838070911,0.341402434,0.1958504974
CYTH2,0.5022943939,0.322857264,0.0,0.5332815051078796,0.020388345,0.0303631917,0.0,0.1548913781,0.1955095097
GOSR1,0.1283587435,0.0483810463,0.0,0.0,0.3577955922,0.6504796088,0.0153647648,0.3572013347,0.1946976363
TBC1D22B,0.1317092418,0.1967482795,0.0,0.08501371741294861,0.3736546359,0.3681156091,0.1045283787,0.2961368832,0.1944883432
RAB9B,0.1952753924,0.0942343188,0.0,0.0018687916453927755,0.3213333718,0.3012891029,0.271503854,0.3654411481,0.1938682475
SNAP47,0.3319391093,0.2277862742,0.0,0.25310465693473816,0.1427984544,0.3091131438,0.0813746274,0.2016436912,0.1934699947
