GeneNames,ExtraTreesClassifier,RandomForestClassifier,AdaBoostClassifier,XGBClassifier,LinearDiscriminantAnalysis,SVC,LassoRegression,RidgeRegression,Average
PDIA3,0.0557908864,0.0112107729,0.0,0.0,0.2096864322,0.4137137002,0.049467139,0.3061752259,0.1307555196
RAB28,0.0832214341,0.0216388761,0.0,0.0,0.1454619911,0.5452382155,0.0,0.2497729987,0.1306666894
RAB40C,0.1152284109,0.0038342071,0.0,0.03754453361034393,0.357684835,0.324197167,0.0,0.2035111633,0.1302500396
RAB13,0.0737978568,0.0657890268,0.0,0.0040555913001298904,0.0863227846,0.2941687523,0.2187171433,0.2980434342,0.1301118237
KDELR2,0.0312326121,0.0,0.0,0.0012451797956600785,0.3758494494,0.3345749857,0.0265641522,0.2478469902,0.1271641712
RAB19,0.2198401687,0.0323926609,0.0,0.18131469190120697,0.0305587105,0.2783175858,0.0147719843,0.2563100546,0.1266882321
CKAP4,0.0912510958,0.0,0.0,0.04971772059798241,0.2486604194,0.3426170786,0.0169252414,0.2587358256,0.1259884227
ALG1,0.0619932283,0.0641774389,0.0,0.008204655721783638,0.2936809208,0.400480882,0.0,0.1762117301,0.125593607
UBA7,0.1093260986,0.028112266,0.0,0.0,0.1476810348,0.2839369632,0.144048783,0.2842720352,0.1246721476
TBC1D10A,0.0348699527,0.1634429656,0.0,0.0089285708963871,0.0033348279,0.0331212435,0.3800231047,0.3685462608,0.1240333658
SYVN1,0.0784885048,0.0226355424,0.0,0.011592274531722069,0.3581373197,0.3176085171,0.0,0.1982435959,0.1233382193
ALG12,0.2502583484,0.098960517,0.0,0.0,0.0710159011,0.45589878,0.0,0.1045544105,0.1225859946
HSPA6,0.0,0.0,0.0,0.0,0.0557077297,0.3714293007,0.2592217859,0.2935304526,0.1224861586
DNAJB2,0.0131677133,0.0217044859,0.0,0.0,0.2043828725,0.3160507044,0.1113568193,0.3105613665,0.1221529952
BET1L,0.1035712132,0.0238564839,0.0,0.06356751173734665,0.2388080288,0.3823779393,0.0,0.1641791089,0.1220450357
ASAP2,0.1244153431,0.0,0.0,0.025467853993177414,0.1090285733,0.2852064697,0.1164332773,0.3154552446,0.1220008452
ACAP1,0.0832447634,0.0175922799,0.0,0.0,0.119140662,0.2627294327,0.1858565115,0.3038748793,0.1215548161
